"","T","Myeloid","B/Plasma","Fibroblast","Endothelial","Tumor","Epithelial"
"BATF",0.900586063588602,0.11263192277956,0.0501234054149082,0,0,0.00528532367546042,0.00564190821112854
"CDC14A",0.570428649691228,0.0878320880834199,0.0538542961316711,0,0.37644294353257,0.0155076883155822,0.0102280855535546
"JUN",12.0618456050581,5.77370841060037,9.92656882115136,7.37757568370772,7.27075476608597,3.98626141371852,1.22685019706361
"CXCR6",0.234549660440593,0.0062985692750545,0,0,0,0,0.00250536746165676
"GIMAP1",0.482010932654476,0.215466533791598,0.0157112411680764,0,0.147614975438503,0.00277736588836212,0.00682117885257691
"SCML4",0.245929657530297,0.0223265441613677,0.0452554956331756,0,0,0.0311773916080912,0.029648226586335
"EMB",0.854437862142311,0.341060599071325,0.425488198212549,0,0,0.0548005172962713,0.0219627265877631
"AL499604.1",0.833066618113418,0.224718859259693,0.352494368741006,0.076120566127825,0.241759703392322,0.089007607953515,0.0245275292645012
"PRDM1",1.10598918140922,0.595528727082402,0.352492341170502,0,0.281481689055039,0.0650596603643687,0.0401573419308045
"CD28",0.325954045918546,0.0240012740798288,0.0111008015412445,0,0,0.00226072480565964,0.00206706651061314
"FNBP1",1.24785658362958,0.537174669574987,0.719642353732569,0.0544380433144998,0.241759703392322,0.152723699262355,0.123286282066888
"GYPC",0.983921769999711,0.584018741271884,0.462391794400738,0.732654206727354,1.03273148390253,0.00750941916363096,0.00362610652884612
"AC020916.1",1.97153273397861,1.83926402675862,1.59041755596703,1.34905935246696,1.43533778384381,0.523734780209431,0.131093997803088
"DUSP4",1.55382790182472,0.102003644833959,0.139049312104355,0,0,0.10921752446866,0.0526697607445068
"CEMIP2",1.09573029288952,0.226632913973151,0.656459413801092,0.125636369808482,2.60285398307574,0.270333437507484,0.0829919927096645
"CYTOR",0.860484875630532,0.398588984585369,0.43149769101734,0.33523521531974,1.31130600759273,0.0460073720125966,0.0481824685357965
"TXK",0.267589046475175,0.0294581107328183,0.00291593037431505,0,0,0.00157520778932446,0.00285352204197624
"SON",2.52805851260334,1.17012131930544,1.66506780290462,2.4599187577602,2.69009658817636,0.916096415825207,0.507304340234639
"RASAL3",0.467759288633899,0.126649016764252,0.194441102133023,0,0,0.00224644616203462,0.00295040399652709
"RNF19A",1.71727342014966,0.336395678085015,0.422898475916951,0.41532831985508,0.527098667260024,0.130820062599775,0.154253430854949
"APBA2",0.229823344942109,0.0239668046398978,0.00618567089430782,0,0,0.00114163701347171,0
"PLAAT4",1.12547015165192,0.259349462149127,0.268664902572363,1.22619432929503,0.147614975438503,0.387297953772291,0.417575017912262
"CD37",1.60900649728883,1.14375968161764,2.97405701985948,0,0,0.0241546158263534,0.0108642606301159
"GBP5",0.488923797679981,0.139179605356777,0.0308528721441771,0,0,0.0044284673697649,0.00154430538273864
"RPS12",16.5088835551284,10.1251158913831,13.3003501995826,7.99383543464682,5.46387600620844,16.4855660109595,21.7222273387091
"RPSA",6.14622152118512,3.62835653458132,5.88114996763085,2.42803821647587,1.64523472007093,6.33841980617996,7.15966181805151
"SLA2",0.22009696037642,0.0177414177017566,0.00459065672590263,0,0,0.00284503456987834,0.00164297090450881
"TSPYL2",1.48814773191715,0.368975281182633,0.542457964416377,0.275192862161903,0.346950247264905,0.266526767552824,0.0543484205122653
"CTSW",0.196969438457303,0.0307697067586172,0,0,0,0,0.0025915725555895
"PDCD4",1.21217354653192,0.494288147652752,0.637288840447913,0.868890600030626,1.00169806086047,0.478276156944959,0.642144562391382
"LAG3",0.405990832448172,0.0626872395307995,0.00852087443576432,0,0,0.00563269969973037,0.0036943933003419
"ADGRE5",1.4891967867979,0.660190007967118,0.588204609555295,0.0958680878452176,0,0.143305231228827,0.0524845957204247
"CRYBG1",0.85129245313686,0.196332238849611,0.173775425585041,0,0,0.193833927751101,0.0635434112632153
"SIT1",0.408321113147817,0.020075827188032,0.190933628378822,0,0,0,0
"NIBAN1",0.571704186731839,0.324048164805223,0.0641672347830477,0.235545435822023,0.0955325220113626,0.00212414354144191,0
"GIMAP4",0.56029597157659,0.409971685722051,0.00760949532793054,0,0.689857204251745,0.00732701362157424,0
"SLAMF6",0.220334337963029,0.00373225358036961,0.070969702237881,0,0,0.00157240110292385,0.00360111508354211
"ARHGAP9",0.615068904983182,0.265334039538899,0.258361544061028,0,0,0.00651091571010025,0.00551053711482991
"SLFN12L",0.14546788899645,0.0157246252711125,0.0139919270268508,0,0,0,0
"RNF125",0.392693005770187,0.0777265697067438,0.0203973776993633,0.0942725370013818,0.291884007284245,0.0299822403251547,0.012571246490816
"LBH",0.803225666726387,0.0964274247999152,0.356165684067914,0.142675148142936,0.569227177522948,0.034012039172219,0.0146972973396784
"CD5",0.231303736210522,0.0338703022394254,0.00497596493870881,0,0,0.00236415194868931,0.00280107999638087
"EOMES",0.191233325747566,0.0112859831732053,0.00266841109977275,0,0,0.00284503456987834,0.00109640881071697
"PDCD1",0.322722456183129,0.0308795884804592,0.0113865055522579,0,0,0,0.00513670865413695
"P2RY10",0.45775559419485,0.0436428651609399,0.309820132599717,0,0,0.000813236579734804,0.000448648507360393
"RPL36AL",2.99394476925103,2.22038457780022,2.21767192764281,2.33652000984238,2.01580942146225,2.53103694173957,2.62365097344593
"CRTAM",0.815733195697669,0.0790378580634286,0.00823569621066288,0,0,0.00100394912070532,0.00442819821190382
"WIPF1",0.990142377721004,0.553599936369673,0.499003016154099,0.076120566127825,0.757958382756941,0.0137967095125133,0.00309904110397615
"CBLB",0.574756883660351,0.138437827243349,0.090678655536126,0.405119109369285,0,0.0625121471705784,0.0495331680185211
"TRG-AS1",0.338255793245045,0.0760422442859015,0.0612894719760603,0,0,0.0104314447553665,0.004725942677287
"ELF1",2.08154647824786,0.785252189970007,0.93939314595303,0.27961734244669,0.625955238848367,0.261270696133065,0.179260126885033
"SEPTIN6",0.824384006926052,0.304988469825659,0.625045625902232,0,0.107954044714647,0.0855917861352203,0.061145041539817
"LINC00513",0.513296334892339,0.0822879781520515,0.154530069443441,0,0.107954044714647,0.0347037375142978,0.0365315702688304
"GPR174",0.29829516973065,0.0193347413334361,0.0563338995541773,0,0,0,0.00299438622019621
"AC026979.2",0.445311974824794,0.0784387777082702,0.0489624518947048,0,0.0501243038919224,0.0499868026167306,0.0175096514598143
"KLRC3",0.431766945799219,0.00115684989493957,0.00394954685230526,0,0,0.00133313357313996,0.00100572225076856
"PRKCQ",0.192030894763851,0.041096581451293,0.00548002532951461,0,0,0.00457918126091151,0.00327935610687189
"RPL34",13.2441834417482,8.60210977414781,12.6158451585304,7.37313941167582,4.73384294319501,11.9077878064902,15.0868535722404
"RPL32",13.5550619462321,8.50228507101298,12.7343325710854,7.097407249363,5.27540664880694,14.7460856091145,19.6397372981242
"SMCHD1",1.08573305844069,0.567479395754715,1.0411480109297,0.233684584148582,0.536627497230087,0.135396201977992,0.138577647032087
"LINC00861",0.151915091478937,0.0350082837130552,0.00447720489569339,0,0,0,0
"TLE5",1.39775984035574,0.496940685379942,0.631138496983229,1.22652641415021,0.20348656672601,0.570003251544345,0.526318858748995
"LINC01871",0.371129202003361,0.0294752414441799,0.00303028075613644,0,0,0.00258061907727419,0.00210907974240393
"BIN2",0.614535674388716,0.511363368893734,0.132498482218464,0,0,0.0312232058777996,0.0255418300141976
"WAKMAR2",0.340352739463317,0.0701438966644593,0.0364182243259635,0,0,0.0026416614681476,0.0062426180886746
"RPLP2",8.60778705001353,6.28792541518022,8.77808795137158,4.71673604638591,2.96875948798757,9.12798129055766,9.74252065635429
"CXCL13",1.30764724170527,0.0359793066735495,0.0361298751116869,0,0,0.00919606400169835,0.0135289802244276
"TTN",0.504101190851909,0.00489469679220389,0.13376451084642,0,0,0.0107019790555356,0.00874736768487267
"RGL4",0.185389589665104,0.0242502926580939,0.0221662110096755,0,0,0,0.00408367957202487
"AC008875.3",0.431428981816874,0.0924523308965773,0.144486250474933,0.157584225329493,0.0955325220113626,0.00568821741568153,0.0101223466992902
"FUS",2.35824208378727,1.12818317868699,1.28908486789357,1.59922985028365,2.02655183514845,1.08390584830918,0.472767793892345
"SLAMF1",0.226356415290857,0.0130487504110008,0.0523237586684433,0,0,0.00460757423108328,0.00122244761181135
"RPL13",18.1683087584782,10.7488682834973,16.2654060685771,9.02782332800277,6.33592537154482,19.5594408798974,24.0322341523675
"EIF4A2",2.40872530588838,1.12727872526992,1.6923015937003,1.14545409876248,2.60500624704629,0.960517904161826,0.88205812370679
"TOX",0.307684505666955,0.0339919584351237,0.0735837972331708,0,0,0.0030879975855115,0.0276638809310809
"APOBEC3G",0.770123381751237,0.184323428900431,0.201779440572622,0,0,0.00646403005617553,0.012197588924987
"HSPA8",4.51056547367581,2.63888967699886,2.30420719140283,0.400192543636593,2.89432859020765,2.7955113443975,1.72321759547905
"RPL6",7.93041796569643,5.5825211642481,6.91378219349392,5.01513332444633,3.70514654998675,7.65328399444499,8.24540199528779
"RPL19",11.8646891227325,8.01414085030206,11.2152145961825,5.81032204978825,4.43487409024703,10.7049489505064,12.7140749933312
"CCDC88C",0.477195597042492,0.0593012681016291,0.243705921958359,0,0,0.0857953762432492,0.0531493842397145
"YPEL5",2.56180795096354,1.2878795155439,2.53868821069652,0.187156843315336,0.419144622545376,0.168382224338197,0.16081427543115
"EEF1D",4.21137785231232,2.30831406526449,3.26443498145004,2.25082208248208,1.12788031651812,3.43610534793626,3.2809418157967
"PBX4",0.300847374676478,0.0334605006151139,0.0458244261836033,0,0,0.048121789258933,0.012640863303331
"PIP4K2A",0.670643879387084,0.314313757691348,0.267871143789866,0.106452663496264,0,0.0379635640993501,0.0219137329892013
"PDE4D",0.577266041153286,0.150035144865285,0.0882718082146602,0.197418719016375,0.399838051998892,0.064902623189397,0.033030905330787
"CIRBP",2.01225521400454,1.0714123022845,1.61121486861564,1.80730538974577,0.808784099023267,0.603334471446483,0.475039561539834
"TMSB4X",17.9566531214128,18.0938650693956,10.6132205352853,13.8469830515306,10.7236424094685,11.1444716263104,12.5519194810891
"GRAP2",0.162726972892928,0,0.01425240227465,0,0,0.00300440705086694,0.00402558893129529
"RGCC",1.89866796481703,1.06919802030165,0.754642471043409,0.848409725669962,1.29395826167059,0.064792592066075,0.05278697632287
"PRKCQ-AS1",0.411823652946048,0.0385381236233296,0.00440292250501055,0,0,0.0460569700291301,0.0187850211381271
"EEF1A1",18.805429525835,12.1130606156074,15.9524943574467,13.878825978762,10.302869897695,15.8100331425105,18.5196589026051
"RPL3",11.2649439962093,6.09316197559614,10.8146743471643,7.6191807570267,4.29244999312884,12.506917237202,14.3684088728328
"ZC3HAV1",1.13009354663272,0.451770763442389,0.425594828558923,0.220380703486376,0.324999894591557,0.179216455634368,0.108408164445243
"CCND3",0.926488308840361,0.37489351537861,0.566320288807429,0.0560335941583356,0.243147497449865,0.0809111185547166,0.0713297793835062
"TNFRSF9",0.460469479718766,0.013515733703125,0.00402049660726215,0,0,0.00229781244775571,0.00217590030008561
"ARHGEF1",0.844257253275235,0.266449493229237,0.386073888217757,0.1624862576546,0.197739279330425,0.134335593207545,0.117533684139935
"AC058791.1",1.39090228989629,0.282996301503464,0.419534977342527,0.127231920652318,0.0955325220113626,0.127789435764985,0.153604684857103
"PIK3R1",1.23805816698431,0.453260324929933,0.156928875982241,0.632774591206275,0.524057918971073,0.196061710311405,0.155299962002178
"AC092580.4",0.00715244513338928,0,0,0,0,0,0
"SEPTIN1",0.50879320172235,0.0723131371116588,0.255610547402125,0.124816713991223,0,0.0680404988117075,0.0694725873973126
"RPS28",12.6981623185769,9.57702185807337,12.3058205350707,7.20495836382461,6.10428036004196,12.6044645549295,15.5925623210944
"MBNL1",1.64550571355663,1.03067729932195,0.744032732434104,0.481433810780871,1.92462201793886,0.294606756047294,0.190566149680934
"RPS14",12.5043769113116,8.57153663402521,12.0779926202208,6.32490681499771,3.44012984133045,13.4085473457855,17.6751946591412
"RSRP1",1.84645127352627,0.70336663995107,1.08985428042002,0.713289152492743,2.045223694739,0.193067700619223,0.169370554538682
"ATP5MG",2.49811406663103,2.46786449672457,1.66280087420971,1.33710943045972,1.15987287914275,1.33291677814045,1.58882481423457
"ANXA2R",0.227747099523667,0.0318475071965738,0.0761404892950024,0,0,0.00671715948493252,0
"PSTPIP1",0.392310200555864,0.209848863808156,0.0396272680133165,0,0,0.00807105464602712,0.0201850359924557
"KLRG1",0.221218285551919,0.0219650941611347,0.00914932506247114,0,0.0501243038919224,0.0018439984294429,0.000821508077759823
"CDC42SE2",1.04688450849958,0.335333671650226,0.587905509770197,0,0.46667586691805,0.293610153655226,0.265149242330122
"BTG2",2.43900926246351,1.93779413574842,1.82940184532969,0.520801638802876,0.478859980461421,0.856019943235593,0.443529897636712
"C12orf57",1.71794406583542,0.386449101332668,0.746821238085042,1.13246069148225,0.759033619379287,0.432160276435462,0.58774660953078
"NLRC3",0.197252639621169,0.0372514919132482,0.0773805469854724,0,0,0.000840075228251519,0.00122244761181135
"ITGAL",0.398169058914479,0.147637918418976,0.0884413496940539,0,0,0.000548510935107725,0.00455843021518916
"TOMM7",3.20522725211855,2.02507406079956,2.63722328465368,1.61155145523475,1.30207882523277,2.57865037157082,3.06271608016479
"PITPNC1",0.319564321964051,0.082709787447667,0.0542433489108209,0,0.358721822203402,0.0284497198423367,0.0260266016583378
"NSD3",1.08355370355162,0.350648739344891,0.721084316330244,0.53398903302289,1.11919570548009,0.572882310601438,0.318756029797273
"ANKRD12",1.71581540069111,0.573567400798052,1.09115360658737,0.661945536690439,1.72630129130474,0.146268615781769,0.134233567691924
"TNFRSF4",0.441191975779678,0.0376463882308045,0.0531968985245598,0,0,0.00724327478624887,0.002899329627662
"SF1",1.9210378298318,0.690110281225135,1.42529323042988,2.07892755218032,1.4954990362765,0.479865471129225,0.222831451858719
"ICAM3",0.863033545879257,0.235222413734042,0.655776725732961,0.0711983264939821,0,0.16700115677303,0.149683846313401
"CCSER2",0.55015108893771,0.143633766803493,0.139953871541128,0.321931334657534,0.0501243038919224,0.141191819506147,0.0981842596605374
"N4BP2L2",1.51527559921191,0.670118872848889,1.11765486861897,1.91482578248542,3.44013996623456,0.353290699424895,0.303987495526167
"ARHGAP15",0.432208782115584,0.17059174092737,0.247241632478108,0,0,0.00113569432192283,0.00366971253975218
"SLC38A1",0.853772614348178,0.152986296009828,0.475899221642037,0,0.0501243038919224,0.260634167408715,0.157096157111747
"EPC1",1.15252163273085,0.373898119393304,0.576749238429458,0.407103660061449,0.583680627334035,0.200399564718149,0.133667252102377
"TNFSF8",0.242221034993249,0.0417278757100322,0.0264234726418235,0,0,0.00411686242871365,0.00132320609643944
"FCMR",0.454626673801303,0.0788652094542838,0.738646694353328,0.0666181698093824,0,0.00444026485858235,0.00358838413324273
"TUBA4A",1.24309176796827,0.264467932767734,0.429752918985364,0,0.26318930019204,0.886408349666025,0.397230871072298
"GIMAP5",0.273654087792188,0.0629535239649858,0.0061984059729181,0,0.358120330758049,0.00130831016555668,0.00324236859669581
"RPS13",8.29772222897529,6.74895341350994,7.88863764174441,4.44676052668114,2.95708267298542,8.70205585238954,10.8914180185719
"APBB1IP",0.729082469257259,0.502863170255179,0.367614015192687,0.646014976358962,0,0.00971709937925199,0.00891172093130721
"AC245297.3",0.575748789605863,0.182735708462694,0.440491450971705,0.264036888825758,0,0.0796449760890186,0.0528557493526843
"TESPA1",0.194403660442312,0.0450330708116639,0.0375603834573329,0,0,0.000515318807999143,0.00117896729470816
"RPL14",7.60362460012398,5.26952037262274,7.24604979409582,4.75135093670033,1.73037393775113,10.0338430022415,12.1374617729407
"ARHGAP45",0.503699057222986,0.296824236836289,0.289161567104857,0,0,0.0855232581364024,0.0737318100152438
"ARGLU1",1.80603841017811,0.727871491749758,1.20574253644695,1.3622636110114,3.26552033038357,0.69217378006767,0.366851318333874
"PPP1R2",1.36587687359283,0.571588906999671,0.55397491808506,0.130558609442325,0.574596330746785,0.312479861612598,0.28340598457051
"GNLY",0.856205732029826,0.0886276942472373,0.0187537857544612,0,0,0.00172466260684174,0.00881876081544773
"RPL5",7.07312272970211,4.54778422011066,6.92413553905049,4.30508165543109,3.94198470061571,7.17290204164575,8.17693043165391
"ANKRD44",0.664077328383729,0.236020693857555,0.731680601478391,0,0,0.00873978676829747,0.0116875375391133
"SYNE2",1.08106853262627,0.134553485975928,0.170130164040046,0.479890320909795,2.27072981199642,0.365316061903192,0.220877680993129
"JAK3",0.374699941721731,0.164165844335414,0.156695782206851,0,0.0955325220113626,0.00456346478015598,0.00782635860246683
"AC025164.1",0.512631663882366,0.233795605475502,0.472566815537959,0,0,0.0394299447175391,0.00434166331549417
"PCNX1",0.326808005524057,0.193354204313229,0.106208589814654,0.339254189296311,0.389374678830825,0.0458645677717625,0.0218418840464473
"BTN3A2",0.739771534083132,0.194724104392763,0.273477763340137,0.319671100327656,0.389374678830825,0.116460739515335,0.107069885822034
"PTGER4",0.950525684266524,0.502163804180266,0.112992576967369,0.157584225329493,0,0.111849517146068,0.159911262429092
"IRF1",1.57348748688258,0.993068342603905,1.00923709024136,1.14680187757354,0.586294308124512,0.38507591717047,0.227610138940097
"NSMCE3",0.825458902754643,0.270745351479794,0.40269884931851,0.0544380433144998,0.34971374810697,0.078198706212534,0.0539349841920092
"RCAN3",0.607320649717488,0.126698294068998,0.163102739557923,0,0.147614975438503,0.0595627932749431,0.044332142123771
"ATP5F1E",4.75840884489021,5.79444460318552,3.01207773363312,3.25642773988856,3.77796344491051,3.75060702729782,4.10113524093659
"CCNH",1.31827603709483,0.511851701345888,0.695558007564656,0.0666181698093824,0.0501243038919224,0.185607545609914,0.150618965425085
"SELENOK",1.21972387039827,0.939205669304723,1.21085796180125,0.640770142285346,0.245636375147116,0.395025063678729,0.430342269756936
"RPL17",9.18525897603926,6.21489605792351,8.79087337155839,4.68459335436494,3.95772535656776,6.83979423546822,8.57258348537366
"SEPTIN7",1.67664309039288,0.952773808961236,1.30725856342917,1.54818462086227,0.733909283563014,1.02703072967432,0.81630799941039
"KLF12",0.224413940190985,0.0182651897873177,0.0969040130449017,0.308875656358816,0,0.000346668525420465,0.00369493548379727
"BCL2",0.542831908556174,0.222416426404344,0.469638494908644,0.0544380433144998,0.0501243038919224,0.0541995592138646,0.0436004739106135
"RPS4Y1",2.47443877378558,1.43252377386493,1.71828839736352,2.03264392091047,0.864601579066821,1.98772453911012,2.53577477580375
"FGD3",0.235929365185993,0.13655457555971,0.106044067353577,0,0,0.00755835177974984,0.00935011573086911
"MYBL1",0.122257143248072,0.0228319662856584,0.00797329673585946,0,0,0.0221719267912344,0.00158549277246632
"TPT1",17.7429728167646,14.3345371247706,14.2685993388778,12.081516035711,9.68327610008511,14.8324538864675,20.9286250115173
"CXCR3",0.211130954401898,0.14219784133315,0.016769115236038,0,0,0.0473850707322973,0.0263020820655422
"IDS",1.90621814354319,0.643943669235263,1.25606235277138,0.490730260383108,0.560219103426516,0.224237753759504,0.162860166785099
"MIAT",0.244697371974872,0.0273188459075715,0.170384944774657,0,0,0.00155827311474267,0.0101712879863096
"NKTR",1.09382093952244,0.48167668380263,0.722783227916538,0.940079286761098,2.88361472138848,0.321607763018142,0.155540517242956
"MT-ND3",20.3326177051582,18.4031755940577,20.34193076076,29.8918991816235,24.5910531255887,13.4229620283863,9.66590024425847
"RPL15",8.28965897970243,6.81646600770917,7.71881509806996,4.69305810674213,3.94622167571922,8.45970224069725,10.0389939586963
"AC016831.1",0.360342481721455,0.214683759436781,0.108202979436495,0,0,0.0818444112445959,0.0223918451815559
"MDFIC",0.389898416241184,0.232738747222732,0.16747102870244,0.251856762330875,0.34971374810697,0.00244129382648155,0.00290304717874598
"TMC8",0.432824529478632,0.139526571371689,0.250295347533908,0,0,0.130613405546018,0.0398440019067809
"ODF2L",0.717268798117288,0.132550128936456,0.19721339962372,0.57757053515322,0.587547730381647,0.0958552439454962,0.0697928746657545
"IL18R1",0.172077220919963,0.157935743861223,0.00665415757366884,0,0.368583703926116,0.0135877421511216,0.00490904961728712
"S1PR4",0.284893792778255,0.116796323139055,0.178647796314599,0,0,0.00314670688981008,0.00292769442044707
"RAPGEF6",0.51861588014234,0.147210181871533,0.173060964742438,0.102840654456054,0,0.0929528940938893,0.0579081770817658
"IFITM1",1.17350947156905,0.288465780186657,0.197634208520412,0.369716192290395,0.889046789981974,1.30222466216731,0.732565000208364
"CCND2",0.663124123375279,0.077900260554607,0.1307703353103,1.28847495365838,0.524057918971073,0.68010154840565,0.533827826750922
"RPS16",7.76852088937558,5.66841478676548,7.41219367120546,3.90083053719538,2.5598663079703,7.72599942460221,8.36615422846952
"RPS15",10.1045950810264,6.98883564618757,9.1334532117395,4.89785118439147,3.7732364876985,12.2712649745272,14.0093455474534
"TMA7",2.84956386953103,1.93686833172461,1.76110071803573,1.98646269171894,2.34759932752543,3.28198375442711,3.10373001501971
"NAP1L4",0.864020927882598,0.280065105202974,0.294342159735415,0.142738735937207,1.29641538787228,0.492712707174312,0.3459923036691
"LAX1",0.208946691007666,0.0228865633408349,0.122355021341661,0,0,0.00144942972702856,0.00665757558683808
"RIPOR2",0.427069582682611,0.496768017415932,0.679246430154852,0,0,0.0143644679567294,0.0061542935634694
"PBXIP1",0.710507058008511,0.116863893118716,0.217677937347506,0.130558609442325,0,0.0321410992106319,0.0426764043173067
"DOCK8",0.708315289645522,0.498116660161902,0.40599158614988,0.111032820180864,0,0.00623734565802861,0.0218821722596924
"PPP1R16B",0.205107066379208,0.0427774381165654,0.155745893749934,0,0,0.00422915476518892,0
"VAMP2",1.2101795635591,0.373982346891075,0.789940263475222,0.471737279178668,0.716842152961451,0.247703847386623,0.224487376957674
"ARID4B",1.42440580610898,0.564780182845496,0.597558446431995,0.705748082671756,0.747418433877297,0.236019821288202,0.17254932857509
"ARAP2",0.476415268645052,0.100555450063259,0.169814308543042,0.0958680878452176,0.294867793837765,0.0677344892291956,0.0452289179347846
"NR3C1",0.963002753567325,0.558910097628696,0.31081892042733,0.25734686892104,0.629649977864923,0.0122847815863518,0.0100708193804435
"SPN",0.402417750066308,0.177661595709257,0.042430331425047,0,0,0.00491756187564609,0
"TCF7",0.664404261057924,0.159244060592336,0.206401381419659,0,0.0955325220113626,0.12560132187099,0.0747050145523915
"SEPTIN9",0.75802037671928,0.420824549440244,0.525777552637782,0,0.406240783848344,0.360185688892423,0.234650640550754
"RPL35A",9.05000476192354,6.25832833714898,8.27989932149834,4.88732257030932,3.56605911628892,9.36789888423992,11.7686276243009
"IKZF2",0.268759385195692,0.0331616045275083,0.0119912873132779,0,0,0.0218302063225742,0.00721706412994915
"TENT5C",0.576977866572735,0.0703737810154988,0.629698280577181,0,0,0.103827382967215,0.0893250357591261
"CRIP1",3.12764185615844,1.37026832275767,1.72786299151326,2.06548810267519,0.137682330432468,2.02669058833548,2.09865574978012
"JAK1",1.15786557414973,0.649725451290555,0.704120627783379,0.650790924912026,0.919435238628589,0.276340774703059,0.221758555418509
"TRIM22",0.534746925309953,0.390888911156768,0.563826181943489,0.257790530094642,0.199335271826402,0.0772255534007536,0.0341693418159859
"SYNE1",0.47502959735728,0.105765222061486,0.152610807897906,1.2401646326222,0.713735168936255,0.0149863012774271,0.0161062664630677
"TRIR",1.41263671399486,0.777987253683304,0.877529382819954,0.731629350907194,1.25558641407889,1.11650623087593,0.938338322195581
"SLFN5",0.587591788945204,0.117960353653794,0.0340504429143265,0.125636369808482,0.107954044714647,0.0347824961053987,0.0235896282782249
"F2R",0.179700417301754,0.00232136458013197,0.0172834110186514,0.436494844678276,0.0501243038919224,0.00668983300025127,0.00363515013323612
"RPL27A",7.10269961489937,5.56295997962609,7.52240182710021,4.20360159363767,3.82411800154696,9.39330375997689,11.7742337640306
"TNFRSF25",0.297459270767265,0.0218143760144106,0.0111400708303969,0,0.429469381775077,0.0608867923567753,0.0464977543431278
"ZEB1",0.305393685845433,0.0668454614051704,0.104166688074475,0.313265009800331,0.68424247266859,0.00195484786820676,0.00165249293418008
"GLCCI1",0.368662702633537,0.087728517810877,0.190916056842853,0.0560335941583356,0.199335271826402,0.0407156745710148,0.0282375740025935
"RASA2",0.440398840641217,0.106050943724084,0.206235743911097,0.197418719016375,0.34971374810697,0.0921617578519574,0.0479590762645433
"MATK",0.150794467568112,0.0546690156802393,0.0161848608213512,0,0,0.00312915811051293,0.00422813081705762
"RPS8",11.2678724410203,8.33395106131391,12.6194994387736,5.55632951158172,4.34571316267861,12.5726489171081,15.1749950901701
"PNISR",1.74329481886996,0.783777566447394,1.61074649333318,2.49504438843721,2.22855327789762,0.523646188565937,0.259463926762379
"DDX3X",2.27763707955953,1.56810875260299,1.52412093134315,0.697004702757481,2.0590270123889,0.832229427353456,0.473632714686859
"AL662844.4",0.296452801935792,0.0731672352131347,0.257871322148638,0.076120566127825,0.199335271826402,0.0373008825102511,0.0183375181248703
"ILF3-DT",0.52534213654029,0.207151055911987,0.292309487995931,0.233704791457318,0.294867793837765,0.203192376306187,0.077637729438537
"MAP4K1",0.189442495985486,0.0346885201691972,0.0828065407692447,0,0,0.00103159455397157,0
"RPL27",5.26405716035234,4.20983100001305,4.85173688958656,2.80990578025985,2.00271130355433,5.97078370847289,6.95132576156419
"CD226",0.124362694023563,0.0555402548552527,0.00373390088683806,0,0,0,0
"PMAIP1",2.1884747033509,0.667921637359274,1.02212011471276,0,0.245636375147116,0.187978002694413,0.0918409461684052
"FAS",0.363875918686464,0.0883421502561387,0.0533728176130323,0.449467353659916,0.107954044714647,0.0513774387018802,0.0268041314736291
"SUSD3",0.276386149919101,0.0609035373486268,0.127555867863024,0,0.0501243038919224,0.0433311064258084,0.0147390383443641
"CHST12",0.326634621612979,0.0669768598249941,0.0975020736692369,0.209139742333264,0.406240783848344,0.035519050001767,0.0199009079966302
"SP140",0.288375436530068,0.0800311987452115,0.388598267688603,0,0,0.00293787774430684,0.00273183165028476
"SHFL",0.336915599251647,0.136600419771782,0.167401269995495,0.0958680878452176,0.426567247424493,0.0795711289574682,0.0543739553510922
"ARHGAP30",0.503527312623796,0.308005828063681,0.269579604695008,0,0,0.00872451669094987,0.00069898949834761
"TNFRSF18",0.439581561617289,0.0206223151272097,0.0956924395186057,0,0,0.000897377483256822,0.00163756386205699
"TRA2B",1.92482539502266,1.23768317449047,1.38193113053713,1.28967003807936,0.919027808780249,0.585815220808407,0.269729014327573
"DEF6",0.42859602203423,0.197345528557554,0.202690658573496,0,0,0.102402474729116,0.0602754221062854
"OGA",0.536211891032972,0.313468850571446,0.391358203890704,0.283325307365156,0.912130651482912,0.228643771796275,0.168044629821304
"KMT2E",1.3713638867131,0.605350762498169,1.06244665035409,0.872153650942524,0.924169037480792,0.38691949522533,0.263283249725078
"Z99127.4",0.295045838117292,0.0819619568319068,0.197222391309141,0,0.479220968385465,0.109008573336922,0.0126625901630107
"GABPB1-AS1",0.652436339315272,0.235502919065474,0.519836484297235,0.145568531583349,0.249459575718324,0.16484497631996,0.051639630761924
"EPB41",0.678127314108545,0.17013952318122,0.356821220281003,0.0711983264939821,0.429096664493542,0.12550588248749,0.0668100148138321
"SNHG1",0.474719370315379,0.166578257932658,0.395914641180033,0.106452663496264,0.15807834860657,0.212316996060835,0.0769740211575145
"RPL13A",7.05565454782259,5.17224293088926,7.62720857000053,5.77684277433189,3.58989213019628,9.14070542285948,11.659210773854
"UBE2S",1.46371632252866,0.542342245606839,0.462548950921336,0.266624744707231,0.147614975438503,1.07178000134229,0.267958650703805
"C16orf54",0.203326520629305,0.0487997516790542,0.110963611653953,0,0,0.00386538597451091,0.00419785665825348
"ANAPC16",1.49603786317603,0.652838178880148,1.10232529876132,0.473526864036921,0.197739279330425,0.731416376703101,0.760752792336488
"CHD2",1.27905746000408,0.544247661531881,0.788697541923725,0.307890356489211,0.567914794816459,0.25202354679461,0.211477333502621
